"","Otu000001","Otu000002","Otu000003","Otu000004","Otu000005","Otu000006","Otu000007","Otu000008","Otu000009","Otu000010","Otu000011","Otu000012","Otu000013","Otu000014","Otu000015","Otu000016","Otu000017","Otu000018","Otu000019","Otu000020","Otu000021","Otu000022","Otu000023","Otu000024","Otu000026","Otu000027","Otu000028","Otu000029","Otu000030","Otu000031","Otu000032","Otu000033","Otu000035","Otu000036","Otu000037","Otu000038","Otu000039","Otu000040","Otu000042","Otu000044","Otu000045","Otu000046","Otu000047","Otu000049","Otu000050","Otu000051","Otu000052","Otu000058","Otu000060","Otu000061","Otu000062","Otu000063","Otu000064","Otu000065","Otu000066","Otu000068","Otu000070","Otu000074","Otu000075","Otu000077","Otu000080","Otu000081","Otu000082","Otu000084","Otu000086","Otu000087","Otu000088","Otu000092","Otu000094","Otu000095","Otu000097","Otu000098","Otu000102","Otu000103","Otu000107","Otu000112","Otu000113","Otu000114","Otu000115","Otu000117","Otu000118","Otu000119","Otu000122","Otu000125","Otu000126","Otu000132","Otu000133","Otu000138","Otu000140","Otu000142","Otu000143","Otu000145","Otu000146","Otu000150","Otu000152","Otu000160","Otu000162","Otu000164","Otu000166","Otu000168","Otu000176","Otu000177","Otu000179","Otu000181","Otu000190","Otu000203","Otu000216","Otu000218","Otu000235","Otu000238","Otu000250","Otu000322","Otu000057","Otu000105","Otu000264","Otu000281","Otu000310"
"111",415,226,1265,17,354,343,574,195,74,121,144,456,50,78,144,99,575,0,48,376,5,40,0,111,42,5,168,65,63,7,0,1,26,7,12,13,4,348,1,22,7,3,24,76,15,0,41,44,10,43,5,56,17,13,105,24,8,45,2,27,151,0,29,1,37,0,27,73,3,30,0,7,10,11,0,28,8,29,7,3,22,2,0,0,50,56,6,1,1,60,23,0,4,0,3,5,0,0,0,1,1,0,2,3,9,0,32,0,1,0,3,1,0,0,0,0,0
"112",278,2,1,6,120,326,618,0,1068,143,1,0,296,94,446,104,0,130,3,42,3,185,1,46,46,108,3,5,11,1026,52,54,86,5,0,422,0,15,507,23,27,7,69,0,0,0,60,16,0,56,3,0,0,1,4,111,3,33,0,0,14,69,0,16,7,54,0,0,0,0,3,0,55,0,0,0,0,0,13,3,0,29,18,30,0,0,0,5,24,0,1,4,0,7,0,0,147,36,19,0,0,3,96,0,9,0,19,0,0,0,0,0,0,0,0,0,0
"113",347,1472,634,476,564,524,1054,293,345,149,1,405,75,58,34,85,300,0,123,54,57,123,482,0,0,1,7,150,170,0,45,0,0,2,52,0,0,329,19,11,17,16,88,22,0,0,19,3,19,0,25,112,41,34,2,0,0,7,22,18,5,9,58,7,230,5,12,13,0,0,0,0,0,2,0,3,11,5,7,10,0,6,11,2,0,22,40,6,1,0,0,0,0,15,2,1,1,4,6,9,7,13,4,4,0,4,3,3,5,1,3,0,0,0,0,0,0
"114",91,263,390,171,196,324,150,58,69,55,243,199,37,50,77,22,26,37,48,22,135,34,12,210,48,65,1,111,94,127,0,15,325,0,51,20,127,94,13,29,19,6,141,21,0,2,49,7,5,3,3,105,6,14,33,5,13,2,4,112,8,2,2,3,42,0,33,0,23,25,0,8,12,16,0,19,0,10,6,0,125,0,8,8,27,36,6,0,2,12,29,1,4,0,1,64,0,2,0,1,2,0,0,2,2,0,0,1,12,0,1,1,0,0,0,0,0
"115",133,593,1996,0,209,453,359,309,127,181,140,445,84,119,89,56,591,0,135,9,129,95,36,123,50,212,21,228,166,332,0,62,1,15,15,75,158,0,255,17,21,2,157,26,15,0,51,0,13,17,8,148,25,30,5,25,37,1,0,44,13,17,14,7,97,0,23,23,30,42,0,0,17,4,0,5,0,5,12,8,15,1,5,24,0,0,15,0,3,1,7,0,8,3,14,14,11,2,1,0,21,1,2,2,5,6,3,5,4,2,0,1,0,0,0,0,0
"116",669,437,332,428,337,907,151,243,460,69,128,34,96,128,116,209,37,30,321,9,132,88,313,3,156,13,125,9,39,44,127,9,73,33,28,28,7,1,51,0,16,9,27,20,103,36,123,0,2,1,95,0,0,10,16,15,22,2,21,9,87,28,0,22,17,32,5,8,33,30,19,35,2,8,18,48,0,22,23,1,29,3,43,14,0,0,0,38,0,15,7,9,3,0,0,6,0,1,23,1,6,23,0,0,0,0,6,0,4,11,0,0,312,0,0,0,0
"117",211,36,273,355,878,42,0,717,226,3,1103,23,182,76,295,183,0,0,112,1661,274,0,42,0,104,6,423,0,25,1,1,129,162,29,8,64,0,20,3,6,4,0,2,19,20,0,37,1,0,2,16,0,3,0,46,22,9,1,0,5,9,1,0,0,0,7,1,297,0,0,2,20,11,2,2,0,17,0,0,2,0,3,8,5,1,2,0,3,3,2,0,1,0,1,6,0,0,0,0,12,0,0,0,2,3,1,0,1,0,0,1,1,254,0,0,1,0
"118",266,954,279,298,5,333,541,34,653,132,939,242,61,138,201,120,230,162,37,37,256,109,166,107,94,120,1,143,497,1,2,0,271,1,1,49,0,105,0,0,22,26,7,142,2,0,54,34,22,34,18,58,0,40,1,6,7,6,25,0,21,0,16,13,5,2,20,0,5,5,1,8,11,88,1,152,17,6,7,16,0,2,25,10,18,2,7,4,17,20,31,1,5,0,3,1,0,0,3,0,0,0,1,0,0,0,5,3,1,3,5,1,162,0,0,0,0
"119",765,869,885,84,116,553,1214,666,285,101,1,157,224,66,2,197,683,0,0,5,309,365,0,4,25,22,2,0,454,0,0,0,243,28,107,0,0,0,1,22,37,33,39,104,1,0,0,0,4,1,67,23,0,0,0,8,18,2,53,20,16,6,0,5,1,0,7,0,0,10,0,0,0,21,0,26,14,1,4,1,0,4,2,0,0,27,4,10,1,6,0,1,15,5,0,0,0,6,11,1,6,2,1,2,9,7,7,14,0,0,1,0,2,0,0,0,0
"120",877,10,21,2,1010,243,11,318,1211,946,128,1,113,257,253,564,0,0,191,53,103,80,0,0,336,163,11,128,9,24,0,0,1,1,1201,235,2,0,1,0,2,2,0,0,0,2,18,78,2,0,86,3,0,0,403,0,112,17,89,0,20,7,0,3,0,0,0,0,144,12,0,2,58,4,0,1,11,1,1,2,0,3,0,9,0,0,0,0,0,8,0,6,5,46,0,3,3,1,0,0,2,0,5,0,0,0,1,0,0,8,0,0,0,0,0,0,1
"121",13,46,185,80,263,334,32,9,32,20,327,13,17,27,1,45,151,6,0,0,48,1,80,41,43,146,20,145,44,247,0,2,178,29,7,15,0,95,63,7,14,3,96,14,0,83,21,15,9,13,2,17,19,11,1,8,9,0,3,33,83,11,3,3,25,0,32,12,5,15,0,2,2,6,0,6,0,0,20,2,33,1,0,4,5,13,0,1,0,5,27,4,0,0,1,47,0,1,0,0,0,0,0,3,0,0,0,0,9,3,4,0,0,0,0,0,0
"122",599,143,375,519,471,529,1,217,99,246,397,172,423,377,69,102,176,0,0,646,197,17,117,15,97,34,30,42,202,1,0,911,0,15,207,9,8,0,0,21,3,45,1,221,0,0,53,268,60,56,26,95,0,29,30,23,23,159,11,8,0,9,46,23,2,1,12,17,5,0,0,10,65,59,12,18,17,4,4,3,1,3,4,35,0,0,0,0,4,0,2,13,3,4,0,10,0,1,2,2,0,2,0,2,3,0,0,0,1,0,2,0,0,0,0,0,0
"123",144,49,45,54,80,47,103,16,333,261,1,29,31,0,5,0,65,0,1024,1102,33,334,11,398,77,1,2672,4,23,1,4,92,39,4,1,0,0,27,1,9,6,29,2,3,0,0,1,0,3,96,29,15,8,60,44,2,0,0,0,0,0,0,0,15,0,2,0,18,0,0,27,1,0,0,0,0,68,47,0,3,0,37,0,0,2,13,4,3,22,0,0,0,71,11,0,8,0,4,43,7,1,0,5,18,0,2,18,0,1,14,4,0,0,0,0,0,7
"124",697,597,47,3,662,675,418,72,256,325,271,42,73,355,910,283,249,1,50,7,43,116,93,3,113,3,1483,87,58,0,15,65,0,9,235,140,1,96,1,3,5,28,4,11,69,0,47,0,2,42,18,4,1,0,187,16,46,4,24,9,6,0,5,1,0,0,0,4,89,2,0,27,22,28,0,7,6,20,6,1,12,4,7,28,0,0,0,1,2,0,1,9,5,6,3,1,0,0,1,0,1,2,0,1,0,0,0,2,5,1,9,1,0,0,0,0,0
"125",842,186,438,253,371,451,60,213,234,219,3,22,423,256,20,126,43,20,113,23,104,60,0,906,1,11,8,187,97,7,15,19,9,8,1,128,6,38,3,146,90,88,56,26,2,0,9,0,55,112,0,2,481,94,6,58,19,4,46,17,3,4,7,1,0,16,84,2,1,1,0,0,23,4,4,2,26,14,42,27,0,56,1,0,1,1,13,4,8,0,42,6,0,41,14,27,0,2,6,5,1,11,4,13,6,5,4,21,1,2,1,4,49,0,0,0,0
"126",615,1133,1847,271,154,398,364,249,71,237,181,22,76,303,10,139,556,0,61,41,132,102,231,7,37,7,35,0,0,0,22,295,107,8,87,27,131,33,1,1,1,65,91,325,0,0,68,11,88,9,26,54,27,0,2,24,12,9,46,9,20,0,0,2,0,1,5,0,31,0,0,22,15,5,0,44,16,42,1,8,1,6,6,5,78,0,4,2,3,1,12,1,9,1,5,1,1,1,0,0,0,8,2,0,6,1,0,0,2,1,2,0,0,0,0,0,0
"127",378,404,378,78,208,105,760,382,178,367,8,112,107,56,12,94,148,28,15,14,40,35,363,179,1,24,4,22,4,3,4,0,273,17,46,1,18,117,12,84,70,45,5,10,3,2,19,1,4,0,24,2,2,0,3,1,2,0,0,0,1,2,13,18,1,1,3,43,0,0,0,12,5,0,0,0,19,4,15,10,11,3,1,8,0,35,15,0,5,1,0,6,11,25,30,1,0,3,1,66,2,6,4,1,0,1,2,19,1,7,20,0,0,0,1,0,0
"128",608,217,240,1016,123,16,81,894,883,208,257,20,12,22,15,115,20,22,481,667,1,79,0,157,271,224,5,26,49,45,12,3,3,0,110,19,3,29,113,13,1,23,11,11,0,0,2,1,0,83,24,1,1,3,1,4,1,69,20,7,2,21,0,26,0,9,1,29,5,7,74,11,37,1,0,1,49,4,8,8,0,20,21,64,6,6,11,3,28,26,0,2,52,14,49,0,1,3,13,8,1,4,20,2,0,5,38,10,0,3,0,1,0,314,77,82,43
"129",48,432,186,123,81,38,146,52,212,59,177,52,179,8,116,29,104,254,311,62,19,529,260,1001,111,401,20,25,19,29,0,0,61,1,191,19,15,1,117,89,21,15,6,2,0,23,0,0,1,0,10,28,4,21,2,1,5,0,2,16,2,350,0,4,5,1,2,9,2,0,2,6,13,0,1,1,1,29,11,21,10,11,0,0,13,17,25,0,8,0,20,2,51,31,102,5,2,12,37,26,2,4,2,24,128,21,8,4,3,2,5,0,0,0,1,1,1
"130",455,1632,408,1595,684,26,945,74,127,109,0,0,249,64,0,31,563,851,131,98,201,8,0,5,44,46,0,79,14,1,1,241,56,0,8,99,0,0,21,8,7,0,29,30,0,0,17,0,1,223,4,0,1,0,0,0,4,12,16,20,8,0,15,21,0,0,0,1,0,0,1,0,7,2,0,1,5,3,2,22,78,18,0,49,0,0,27,4,0,5,0,0,0,44,0,4,0,0,5,5,0,66,1,5,0,0,2,5,1,0,0,0,0,0,0,0,0
"131",998,46,83,17,265,520,11,744,737,450,2,45,208,125,467,689,89,5,246,12,0,121,83,17,0,124,3,12,85,0,6,0,8,41,0,0,0,8,0,6,9,32,10,0,454,0,10,0,23,46,96,2,0,36,0,17,68,5,6,47,34,1,0,12,6,3,0,1,74,6,3,10,0,11,14,7,28,2,0,0,22,2,4,0,4,2,0,0,4,0,3,2,11,2,1,0,10,1,1,1,16,0,0,2,2,3,0,0,1,0,2,1,0,229,6,0,31
"132",398,139,300,147,617,196,299,363,254,102,1,39,66,389,162,142,0,3,1,11,435,13,21,14,295,674,11,124,60,446,16,15,7,7,84,41,76,1,180,1,1,18,11,0,0,0,93,102,209,11,12,1,0,26,646,50,91,8,0,4,11,71,37,0,2,0,0,0,1,0,1,1,16,3,13,7,0,9,30,17,47,4,0,13,3,16,1,7,1,7,0,6,10,11,10,2,1,7,2,0,3,0,0,1,2,1,0,0,0,0,5,3,1,0,0,0,0
"133",720,262,186,62,538,101,395,144,298,181,1565,71,234,222,137,447,46,0,138,106,363,64,20,69,152,73,31,11,13,3,2,239,2,7,108,186,0,0,8,82,3,5,2,2,61,0,4,14,58,2,35,13,0,40,30,33,52,64,93,13,1,10,2,24,22,3,60,30,0,3,2,0,27,3,0,3,2,0,47,9,12,0,0,22,5,7,0,0,0,11,6,4,7,21,4,3,0,1,1,0,5,1,22,0,0,1,4,0,1,4,1,0,0,0,2,3,1
"134",267,539,511,10,280,268,179,79,62,97,224,55,140,136,0,32,847,1500,4,136,282,30,494,38,89,42,3,31,112,355,0,0,101,0,25,71,139,67,3,0,3,1,162,15,21,152,50,31,15,1,39,222,0,38,32,28,32,44,52,153,0,0,0,4,84,0,36,30,73,7,0,6,12,5,0,8,18,9,7,7,58,0,6,13,53,4,1,1,1,7,13,3,3,7,0,2,1,2,0,2,3,0,2,4,0,0,1,1,5,2,6,1,0,0,0,0,0
"135",722,17,9,7,976,62,15,280,1217,559,451,16,267,947,59,385,2,0,322,29,403,486,6,4,112,420,2,26,1,704,7,5,1,1,54,127,8,0,32,10,7,103,12,0,6,2,0,1,57,31,77,4,0,8,0,34,35,14,103,0,12,18,1,34,4,0,0,1,26,3,1,0,11,0,0,3,11,3,0,5,0,0,0,34,0,0,3,0,0,0,0,6,11,0,1,0,3,1,0,0,6,0,3,0,0,0,12,0,0,5,0,1,2,2,0,0,0
"136",313,412,935,10,264,313,491,321,149,89,404,273,220,176,45,159,92,263,0,12,111,21,288,17,166,362,156,27,204,124,0,144,287,5,51,49,0,350,210,51,15,5,39,287,0,0,72,287,35,68,13,45,382,0,29,25,11,2,2,10,6,23,0,20,10,0,47,0,29,0,0,22,11,5,2,7,13,13,12,15,8,12,12,16,27,0,4,0,16,21,0,1,9,0,5,1,2,1,0,3,0,1,0,2,2,4,5,3,2,0,0,0,0,0,0,0,0
"137",165,217,808,196,385,215,2252,78,111,90,166,405,139,299,2,40,535,0,0,11,2,2,1,152,168,76,64,61,288,76,5,1,0,12,12,108,27,0,222,19,110,21,37,34,1,282,37,0,2,4,7,60,1,7,2,0,22,6,11,8,11,58,0,5,0,1,9,0,0,0,16,40,33,9,3,7,35,1,20,1,7,36,81,0,0,34,20,12,4,4,6,7,7,0,1,4,6,69,14,2,1,7,2,11,10,23,0,12,2,1,3,1,0,1,0,1,0
"138",688,223,209,615,259,543,113,16,132,126,0,107,1114,145,0,176,429,1,41,1,203,0,1004,32,50,5,534,41,406,0,4,506,0,10,65,33,0,0,0,135,53,40,21,11,22,0,73,0,126,5,28,14,0,57,1,35,20,0,54,15,10,0,2,71,0,15,0,0,20,10,2,17,0,7,0,24,0,16,31,7,7,4,12,31,0,19,4,5,1,0,8,2,0,11,0,0,7,3,1,1,5,0,2,2,1,3,2,1,2,2,3,2,0,0,1,0,0
"139",51,65,270,1128,22,30,35,384,73,104,106,52,8,7,588,146,36,282,277,8,18,79,1,424,107,169,2,7,942,52,0,241,94,18,55,48,0,56,24,37,5,1,13,22,0,1,1,0,0,53,8,62,23,19,2,4,4,8,7,10,1,42,0,1,10,0,1,8,0,0,1,3,11,2,0,4,0,2,5,4,0,15,0,0,11,3,8,0,3,5,5,1,6,2,0,5,0,2,0,0,0,12,8,1,1,6,12,2,2,23,0,0,0,0,0,0,0
"140",711,971,696,741,377,434,457,873,545,1,237,303,398,0,1,0,404,1,1,8,0,76,295,15,0,1,0,165,0,0,37,218,92,27,150,149,2,0,0,12,14,26,24,174,0,0,0,0,104,130,21,66,27,0,4,2,44,2,1,0,0,4,68,35,1,1,1,0,0,0,1,0,5,9,0,0,0,22,1,11,0,37,0,0,47,22,6,1,14,0,0,0,8,0,0,18,4,4,3,1,23,16,0,1,4,40,6,1,0,0,0,8,0,0,0,0,0
"141",50,119,558,525,206,62,179,31,79,265,0,199,419,141,2,87,70,0,235,0,261,118,152,483,44,167,65,230,98,112,0,108,167,14,19,8,18,67,66,11,42,9,33,25,1,0,7,5,10,20,11,19,73,14,13,17,39,1,8,72,8,10,10,33,0,7,62,12,1,4,2,20,21,2,11,1,20,3,30,1,0,21,5,20,16,64,2,3,1,0,0,6,8,0,0,7,0,0,3,3,8,0,1,50,1,0,1,1,0,2,4,0,0,1,0,0,0
"142",26,356,124,1701,30,26,554,5,18,20,186,802,9,9,10,45,145,68,23,50,20,4,221,33,17,0,110,7,2,27,1,134,2,2,0,0,7,0,2,5,88,84,75,70,1,192,5,0,3,3,1,0,12,6,19,0,4,4,4,17,2,0,0,0,6,0,1,2,2,0,5,0,0,1,1,3,68,36,13,2,0,79,6,0,0,0,6,18,8,1,0,1,4,9,1,0,1,8,9,35,0,3,0,6,1,7,0,10,1,2,5,1,0,31,1,2,4
"143",32,202,102,854,414,39,57,46,35,70,110,52,18,16,71,66,336,0,30,38,74,112,6,142,49,1,138,74,96,26,8,8,35,6,290,11,0,8,146,11,22,0,0,29,2,41,3,12,8,4,14,11,93,71,26,0,8,12,21,2,0,14,0,9,43,177,23,7,8,1,44,17,34,18,1,1,33,25,8,2,2,5,6,3,45,22,0,2,0,24,31,5,3,10,0,2,0,6,1,4,0,0,3,6,3,1,3,11,0,3,0,2,0,1047,21,27,1
"144",122,350,187,63,81,211,22,42,84,43,228,87,41,72,186,52,22,16,340,99,18,214,1,374,122,36,265,135,349,185,1,0,32,2,0,37,35,94,19,57,169,5,14,11,0,163,6,0,1,70,5,43,38,80,2,8,3,23,31,7,1,12,0,3,27,0,9,0,3,5,0,1,1,0,0,0,0,51,3,1,0,86,0,10,67,10,16,0,6,12,0,0,14,0,0,7,0,0,0,4,0,5,5,5,0,11,8,10,0,4,0,0,292,2,0,0,6
"145",207,175,273,12,82,1071,797,4,39,1,2,27,31,4,34,224,2,183,31,69,2,27,836,1,3,5,2240,60,31,387,9,8,27,3,29,1,3,40,15,1,61,64,2,9,35,24,75,29,0,0,54,3,0,1,138,103,3,45,57,76,63,1,2,0,0,7,23,0,1,0,8,26,0,0,21,17,7,0,24,487,0,16,10,0,0,0,5,7,181,0,0,1,12,0,0,0,4,2,1,0,0,0,0,0,0,2,0,5,0,1,0,3,0,0,0,0,0
"146",235,351,148,2267,15,143,39,204,66,171,61,55,34,30,1,91,9,7,91,5,10,38,0,170,42,0,14,118,152,17,1,53,14,1,15,4,311,8,0,24,18,3,3,29,6,0,89,0,0,77,14,22,45,144,0,9,2,1,18,66,0,4,1,9,17,0,7,0,0,4,2,33,1,0,2,1,0,2,13,4,14,9,5,5,11,14,13,8,4,0,7,0,5,0,6,1,1,0,0,3,1,3,0,17,0,6,3,1,2,13,0,1,44,0,0,0,0
"147",404,556,402,1089,739,0,1029,6,2,0,1458,1010,40,0,2,0,0,0,0,14,0,30,2,1,2,36,0,0,0,0,40,0,13,95,1,1,0,0,36,369,48,160,42,0,50,0,0,0,0,82,0,1,25,1,7,0,4,4,0,0,0,0,200,0,0,66,0,0,1,0,3,0,0,0,35,1,15,52,0,13,0,24,104,0,1,16,81,98,43,0,0,0,21,44,0,0,43,32,14,31,0,7,10,11,0,9,0,5,0,1,0,0,0,0,0,0,0
"148",206,287,131,303,18,292,1219,18,151,182,2,920,7,22,110,47,277,248,110,12,29,38,0,270,96,285,43,101,155,219,3,134,299,18,1,109,0,610,113,9,26,2,32,29,0,0,6,0,21,14,0,35,6,0,0,1,0,10,28,6,2,0,0,23,90,7,5,0,0,0,1,0,48,0,4,1,33,67,3,2,0,2,12,11,26,0,12,1,0,0,9,0,5,0,0,0,0,0,0,2,8,1,2,4,3,7,5,2,7,2,0,1,0,160,2,21,6
"149",1296,22,60,5,229,17,64,6,1205,447,9,15,406,16,3,113,76,0,11,19,323,918,25,89,95,7,10,3,1,80,138,11,28,65,0,27,65,0,1,119,344,8,14,13,66,84,3,0,68,5,0,22,0,0,0,11,1,1,2,3,34,3,0,24,0,52,0,1,0,0,8,0,55,0,49,1,110,3,0,38,1,25,5,61,1,0,5,17,25,1,9,15,100,2,0,2,31,98,71,37,10,4,2,1,0,11,0,1,0,8,8,0,0,153,0,30,79
"150",683,1879,2159,10,108,4,1205,2,33,1,42,171,154,2,5,83,0,0,0,20,0,27,100,149,127,7,1,540,0,22,29,1,102,27,0,97,0,0,0,2,237,2,35,16,3,0,0,0,0,0,0,0,76,0,0,0,4,1,0,76,0,0,0,0,306,4,0,0,0,0,2,0,0,0,4,3,7,7,0,14,128,30,173,0,0,0,54,110,2,0,0,0,0,8,0,0,1,16,14,0,0,13,0,10,17,19,6,2,0,0,2,0,0,0,0,0,0
"151",227,774,1988,6,643,413,755,217,42,75,1,33,81,101,26,35,116,37,0,5,56,61,8,4,75,0,4,49,6,354,0,35,94,1,91,16,13,107,0,0,6,12,94,32,0,140,108,7,26,16,37,15,0,8,3,65,18,2,11,472,74,1,3,2,1,0,0,7,2,23,0,2,7,14,0,13,0,0,122,2,101,4,5,8,0,0,2,0,0,0,19,8,0,5,9,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,21,3,0,971,28,4,19
"152",1236,560,393,76,359,313,169,35,306,323,324,40,943,204,31,340,50,22,75,48,5,118,422,22,151,4,18,44,87,0,1,1,31,28,81,131,0,21,1,0,21,11,2,4,206,25,78,11,132,5,58,4,2,105,6,46,22,5,31,9,57,124,0,13,6,0,0,0,5,1,1,47,36,5,0,44,0,52,23,5,6,1,0,7,3,0,1,2,1,0,1,23,3,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,5,2,0,0,592,0,0,0,0
"153",77,488,437,7,30,205,277,398,25,42,226,209,41,19,1,55,688,4,12,3,8,11,195,218,16,27,5,127,706,0,4,0,731,0,17,1,212,79,9,3,30,30,40,67,34,35,13,1,3,13,4,48,10,20,1,14,20,2,0,163,10,0,36,10,4,9,5,1,2,9,3,14,1,0,7,7,0,10,9,0,12,0,8,1,12,15,8,1,2,1,7,7,1,5,0,4,1,0,5,1,0,0,0,15,3,0,1,2,0,0,4,0,0,0,0,1,0
"154",169,1664,42,24,21,28,57,15,295,70,1,90,100,0,821,1,26,4,0,9,1,742,138,0,263,273,31,2,407,169,7,5,50,14,4,85,129,49,75,109,271,67,7,29,9,0,0,0,16,1,8,59,0,232,0,0,16,3,0,6,0,95,4,5,0,0,0,0,1,2,1,0,0,0,0,0,0,5,1,42,1,41,0,37,7,17,53,6,33,0,0,0,36,4,5,15,1,5,9,140,9,12,4,13,0,1,0,19,0,12,3,3,0,18,2,3,0
"155",343,175,136,94,218,951,47,463,387,346,1,10,483,70,22,372,2,0,172,58,181,268,12,8,196,269,437,207,12,154,160,20,9,22,79,107,1,0,641,148,10,55,8,3,119,0,3,1,2,174,63,0,34,187,188,25,30,16,33,5,2,32,2,51,5,7,1,0,4,11,2,2,10,1,37,2,5,3,28,2,2,18,7,17,1,0,4,0,0,31,1,8,38,4,8,1,4,0,15,3,35,3,1,3,0,3,17,0,0,5,0,1,1,0,0,1,0
"156",335,40,279,1204,664,192,152,244,209,438,1380,46,498,99,22,275,101,3,131,12,0,48,0,0,34,0,1,98,4,0,0,53,40,80,0,362,0,18,0,38,31,56,8,8,5,123,27,0,1,0,0,10,6,0,1,28,2,7,16,0,3,3,0,43,0,23,8,0,0,1,2,0,15,3,19,1,20,3,27,37,0,2,1,8,7,0,0,2,37,18,15,1,7,14,0,0,2,2,0,107,3,0,5,2,0,1,11,2,0,6,6,1,0,0,0,0,0
"157",3471,34,26,1378,15,0,26,2,2,3,1,0,0,471,3,5,4,4,0,315,4,0,1,0,1,40,37,0,2,19,253,2,0,2065,0,2,2,0,21,0,0,8,6,1,268,0,0,0,1,1,0,0,1,0,0,0,31,6,1,2,0,2,0,0,0,179,0,2,19,0,191,0,0,0,64,0,0,0,1,0,0,0,0,0,0,0,1,5,18,0,0,12,0,2,0,0,73,24,0,0,0,4,15,0,1,5,0,0,0,7,0,0,3,1,0,0,0
"158",722,172,133,6,466,244,238,175,160,224,5,91,1131,599,1,54,101,0,127,236,1161,1,1,118,248,7,9,0,97,12,25,552,83,0,96,30,208,1,0,4,32,17,187,10,1,0,99,51,22,16,21,29,6,77,4,33,16,100,50,5,42,0,0,0,0,10,9,0,1,1,8,3,0,3,8,1,14,2,1,1,6,5,0,0,0,5,1,0,2,0,12,2,11,12,0,1,0,5,3,0,4,0,4,2,0,11,12,8,1,2,12,2,127,53,0,5,0
"159",1211,455,69,13,122,174,1262,36,57,194,1006,659,309,5,378,61,1,0,563,16,1,66,234,492,37,1,19,30,3,26,4,66,65,18,76,62,0,2,9,15,258,41,23,0,0,46,2,0,28,0,32,22,1,0,0,3,2,0,2,11,5,26,257,6,0,0,0,0,0,1,4,45,22,1,1,4,30,180,0,8,0,53,25,1,0,8,34,77,18,0,0,0,7,8,2,0,15,3,22,7,13,31,3,27,47,34,0,9,0,2,1,11,0,0,0,0,0
"160",1270,76,22,45,118,622,11,78,1005,822,1036,3,464,351,202,725,47,0,314,25,171,331,0,6,27,295,65,21,9,11,3,0,1,5,259,3,13,2,0,0,1,4,0,0,95,0,3,2,23,11,0,0,0,47,0,7,27,8,7,0,3,13,0,9,1,0,0,8,0,3,5,0,14,2,1,5,0,34,1,2,3,8,1,28,0,0,0,0,2,23,0,22,17,6,0,0,3,7,0,0,10,0,0,0,0,1,23,0,1,4,6,0,2,1,0,0,1
"161",186,11,9,3,33,471,10,195,165,127,708,22,12,336,0,302,4,2,235,0,18,122,0,676,154,1,1,36,15,0,0,0,5,0,22,83,0,0,0,0,0,1,51,8,142,0,9,0,4,17,56,1,94,17,1,0,53,2,39,6,3,2,0,51,42,0,17,1,6,50,0,3,21,11,0,9,0,0,4,4,0,4,0,22,2,1,0,2,0,43,5,2,10,0,0,0,0,1,0,4,0,3,3,0,1,0,2,9,3,22,0,0,2,0,0,0,0
"162",557,1928,662,7,64,443,0,575,305,289,0,1850,14,289,469,5,0,0,533,74,0,122,0,0,1,8,15,117,0,35,13,0,0,42,6,53,58,0,138,4,21,43,10,156,9,0,20,0,0,4,0,0,0,0,0,4,4,2,0,3,4,0,85,2,0,2,0,0,2,0,9,61,0,0,1,2,0,0,7,10,2,15,0,0,0,0,38,4,1,0,0,0,0,10,6,0,40,0,10,0,0,48,2,5,0,0,0,4,0,0,6,0,0,0,0,1,30
"163",465,23,35,206,532,422,77,220,258,122,692,7,63,336,7,202,22,1,74,21,86,465,0,251,249,45,16,13,2,1,0,49,9,4,64,77,105,10,16,70,0,2,112,4,19,4,62,29,38,31,51,3,0,130,19,21,19,7,10,7,5,22,1,16,11,0,7,0,24,72,0,6,23,9,6,5,0,1,8,0,4,3,0,16,2,0,7,0,0,72,14,1,12,0,0,1,0,0,0,0,2,0,0,0,6,0,8,3,0,9,2,0,0,0,0,0,0
"164",898,131,210,58,620,354,188,266,990,9,437,17,47,174,7,172,56,8,5,29,2,50,8,8,240,414,21,56,6,4,103,5,47,188,2,216,11,1,4,5,36,241,2,10,60,3,3,2,136,3,0,10,1,7,1,15,25,5,2,4,12,0,110,49,1,2,0,0,717,0,6,3,0,1,4,16,31,55,8,210,0,16,13,0,0,0,5,24,6,0,2,13,3,8,9,3,4,67,0,2,7,2,1,0,0,26,0,0,0,0,7,9,0,0,0,0,0
"165",855,350,26,25,360,115,56,165,579,454,363,3,101,564,1247,68,2,6,259,17,229,87,1,26,140,1902,18,105,0,358,10,2,4,4,22,202,4,25,40,4,5,4,3,3,2,3,1,127,12,7,43,1,14,0,125,29,77,7,1,10,9,0,0,5,10,0,0,4,0,7,0,0,22,15,0,4,0,0,2,0,10,3,6,3,2,2,0,0,0,0,3,14,21,0,0,0,6,0,0,0,8,1,23,0,3,1,0,0,0,0,0,0,0,0,2,0,0
