"","Otu000001","Otu000002","Otu000003","Otu000004","Otu000005","Otu000006","Otu000007","Otu000008","Otu000009","Otu000010","Otu000011","Otu000012","Otu000013","Otu000014","Otu000015","Otu000016","Otu000017","Otu000018","Otu000019","Otu000020","Otu000021","Otu000022","Otu000023","Otu000024","Otu000026","Otu000027","Otu000028","Otu000029","Otu000030","Otu000031","Otu000032","Otu000033","Otu000035","Otu000036","Otu000037","Otu000038","Otu000039","Otu000040","Otu000042","Otu000044","Otu000045","Otu000046","Otu000047","Otu000049","Otu000050","Otu000051","Otu000052","Otu000058","Otu000060","Otu000061","Otu000062","Otu000063","Otu000064","Otu000065","Otu000066","Otu000068","Otu000070","Otu000074","Otu000075","Otu000077","Otu000080","Otu000081","Otu000082","Otu000084","Otu000086","Otu000087","Otu000088","Otu000092","Otu000094","Otu000095","Otu000097","Otu000098","Otu000102","Otu000103","Otu000107","Otu000112","Otu000113","Otu000114","Otu000115","Otu000117","Otu000118","Otu000119","Otu000122","Otu000125","Otu000126","Otu000132","Otu000133","Otu000138","Otu000140","Otu000142","Otu000143","Otu000145","Otu000146","Otu000150","Otu000152","Otu000160","Otu000162","Otu000164","Otu000166","Otu000168","Otu000176","Otu000177","Otu000179","Otu000181","Otu000190","Otu000203","Otu000216","Otu000218","Otu000235","Otu000238","Otu000250","Otu000322","Otu000057","Otu000105","Otu000264","Otu000281","Otu000310"
"1",347,255,267,220,247,680,217,99,97,251,218,562,170,417,1,188,491,386,234,48,276,191,63,80,111,45,11,153,299,234,1,17,62,0,17,64,96,576,109,13,26,2,50,19,13,31,5,0,5,14,29,40,0,25,2,7,3,20,4,16,6,29,1,4,90,0,8,2,39,38,1,25,25,6,0,2,28,17,0,0,5,67,11,13,14,18,5,2,2,8,33,7,22,4,0,0,0,2,8,0,5,4,8,0,1,4,0,2,2,1,4,1,0,0,0,0,0
"2",559,661,1311,253,104,418,14,179,57,102,194,46,293,75,0,84,370,92,0,10,293,49,160,53,31,11,6,127,11,47,0,440,81,0,170,37,64,379,1,7,13,8,87,69,2,5,129,76,4,5,18,25,0,2,8,35,10,1,56,20,7,17,21,14,10,10,75,0,28,0,0,8,7,10,7,6,5,11,27,0,11,2,11,4,43,0,2,0,0,11,14,8,0,0,0,10,0,2,0,0,0,1,3,3,4,0,1,3,4,2,13,5,0,0,0,0,0
"3",151,222,727,556,347,68,779,670,75,24,195,88,18,5,16,794,170,383,0,106,117,30,0,30,52,7,54,28,35,3,5,68,166,365,0,81,2,36,0,74,103,87,27,14,4,293,4,0,2,43,0,0,76,2,1,1,6,15,9,1,0,6,41,293,1,0,16,31,0,0,6,49,6,44,2,4,31,61,8,4,20,10,14,0,12,0,31,3,12,0,0,28,0,19,1,66,0,5,8,20,0,24,0,13,10,76,0,12,2,0,11,9,0,3,0,0,1
"4",286,203,29,243,188,251,1183,224,100,240,81,253,42,23,1,68,60,112,144,33,169,58,263,212,61,24,2,15,12,56,1,30,62,11,86,35,3,240,0,151,29,0,36,23,2,151,39,0,2,15,21,8,323,3,4,3,13,1,20,8,30,1,0,12,76,8,1,1,15,3,29,2,14,7,2,4,0,3,13,5,1,2,4,3,18,58,3,0,4,4,9,4,4,1,8,2,0,0,0,0,3,2,1,8,1,9,2,5,7,3,0,2,93,0,2,0,0
"5",1312,5,185,572,1028,519,0,706,290,488,0,2,18,267,682,17,0,2,1,15,1,2,0,1,1,104,2,109,0,14,88,2,539,10,121,0,0,1,97,0,4,29,5,0,10,1,2,1,2,23,170,0,0,0,0,20,107,6,0,0,6,3,86,6,0,19,0,108,1,1,2,52,0,100,0,0,0,0,0,65,19,73,0,0,0,0,8,4,0,0,0,0,0,13,0,1,8,7,0,0,6,16,16,0,0,1,0,12,4,3,0,0,0,0,0,0,0
"6",154,484,701,5,577,510,229,181,137,143,254,45,112,400,143,113,647,1511,142,100,130,140,265,17,73,14,0,33,112,285,1,20,81,7,47,77,97,52,0,8,1,5,46,5,7,137,67,19,3,7,11,99,2,25,23,35,19,27,22,63,13,0,0,6,37,3,11,17,48,16,0,9,12,6,0,2,1,11,1,7,34,1,4,5,39,1,0,0,0,2,4,5,2,3,9,5,0,2,0,0,1,0,1,1,3,0,1,1,2,0,3,0,0,0,0,0,0
"7",98,39,110,344,1074,156,177,66,50,122,229,105,42,238,34,475,11,13,45,6,26,59,0,392,115,65,8,103,27,114,1,0,44,26,5,5,0,12,66,6,21,2,13,29,0,13,0,1,10,17,37,12,367,9,7,50,10,8,8,4,12,172,0,5,50,0,37,0,1,1,1,0,14,0,0,1,0,4,48,7,2,0,0,13,18,15,0,1,1,28,2,2,6,0,0,0,0,0,0,0,0,0,0,11,2,0,9,0,0,4,0,1,458,64,0,0,0
"8",327,131,120,12,297,94,122,679,345,549,266,76,180,211,1577,128,63,0,229,21,288,114,5,84,106,155,0,116,25,16,0,27,0,2,30,84,58,37,12,171,8,0,11,5,1,0,10,1,20,35,27,5,1,61,5,10,31,4,4,4,1,3,5,11,9,0,4,211,4,43,0,0,13,6,0,1,22,2,13,5,1,4,0,17,0,18,0,1,0,17,6,0,17,12,5,5,0,2,0,0,9,0,5,2,2,4,2,0,0,7,6,0,0,0,0,0,0
"9",232,248,939,122,214,239,872,308,11,115,362,219,156,107,60,108,357,720,0,3,228,1,0,0,1,34,3,65,52,3,31,0,449,72,63,33,10,91,9,72,77,97,8,94,38,0,47,0,0,3,7,21,41,10,0,4,0,0,0,97,0,0,5,2,0,0,2,0,0,4,0,18,0,4,1,10,0,5,7,7,0,17,28,2,12,70,98,1,10,1,0,1,1,3,2,13,0,5,1,53,4,2,0,21,21,7,2,17,0,1,4,3,0,0,0,0,0
"10",1579,80,126,266,525,25,25,442,118,39,812,39,274,48,230,111,13,2,40,1518,128,234,30,1,48,10,219,0,6,0,34,65,78,27,5,34,0,8,0,6,51,2,11,12,32,1,37,0,0,3,14,0,3,0,11,44,6,106,0,2,6,2,0,0,0,6,4,238,0,1,1,5,1,4,0,0,24,0,0,20,0,8,3,3,0,0,0,2,0,0,0,16,0,2,1,0,14,0,37,4,0,1,1,3,1,2,0,2,1,0,0,1,109,0,0,1,0
"11",797,670,0,1598,333,517,0,274,257,231,182,0,277,232,0,189,0,0,0,78,63,278,0,175,140,67,0,145,0,5,0,399,0,83,106,98,170,0,0,301,0,38,202,0,6,2,0,8,28,7,26,0,0,0,25,149,29,9,0,0,6,0,0,1,66,3,203,1,0,39,0,0,56,7,18,2,0,0,21,0,4,5,0,62,0,0,1,1,0,47,0,2,0,31,6,27,3,24,14,3,13,0,0,0,16,1,0,0,2,7,0,0,0,0,0,0,0
"12",1318,453,394,82,160,229,106,418,56,346,348,34,140,19,798,2,650,1263,1,76,89,5,229,7,274,148,1,22,96,142,342,32,76,36,6,15,26,65,4,0,13,9,21,3,13,112,14,8,2,13,46,97,1,11,18,35,1,12,10,40,0,51,6,6,17,13,14,4,17,1,0,17,6,60,29,0,34,11,1,8,20,6,0,1,31,2,3,0,5,0,4,3,0,9,15,0,11,0,2,0,9,0,3,6,0,6,0,0,1,0,3,3,0,0,2,0,0
"13",198,167,215,56,159,459,146,170,216,177,183,45,166,93,2,51,267,37,4,20,0,22,0,40,115,8,3,20,81,0,2,1230,82,84,92,82,0,110,1,1,22,43,165,35,2,0,56,1065,15,12,32,38,46,0,355,95,72,36,28,48,24,0,0,1,27,0,24,0,8,0,0,13,15,24,0,5,0,0,25,4,23,3,10,0,45,15,7,6,1,0,2,6,13,1,1,51,0,0,18,0,2,0,5,1,0,0,1,1,16,2,8,2,53,0,0,1,0
"14",71,244,367,1150,75,304,130,83,52,44,107,74,32,66,225,49,386,612,104,32,91,27,816,399,48,19,0,138,137,71,0,20,101,1,4,28,68,528,0,11,5,3,59,4,6,106,26,1,3,4,16,76,18,31,7,8,10,4,8,188,0,0,0,6,55,0,45,10,29,16,1,1,10,38,0,14,11,1,14,23,20,3,6,5,57,0,2,0,0,5,16,2,1,2,0,1,0,0,0,2,0,0,1,6,0,2,2,0,20,1,3,0,0,0,0,0,0
"15",91,324,514,859,376,188,149,18,89,24,572,39,67,53,13,37,251,461,85,20,70,14,94,125,36,37,3,53,134,63,0,127,285,0,16,30,101,47,8,59,1,13,88,41,8,203,106,8,4,23,14,62,5,27,7,29,15,2,13,70,37,10,4,2,26,1,15,6,31,2,0,8,6,12,0,39,1,6,5,4,37,0,4,5,84,113,0,1,3,4,21,3,2,3,0,63,1,0,0,0,0,0,0,3,2,1,0,1,15,1,6,0,0,0,0,0,0
"16",1542,11,20,25,553,278,1,348,651,226,98,32,65,107,119,252,7,0,575,8,57,259,3,102,327,92,13,57,3,158,24,2,1,30,0,107,0,3,1021,20,7,2,20,0,0,3,97,0,25,28,77,0,2,95,45,40,15,1,19,21,2,152,0,67,6,0,2,27,2,55,0,0,62,3,2,0,0,6,76,0,0,2,3,24,0,0,1,0,1,6,5,3,9,0,0,0,0,0,3,0,1,0,8,2,2,2,41,0,1,20,0,2,0,0,0,1,0
"17",378,547,349,915,378,120,317,111,252,175,1012,28,109,176,0,105,454,1094,2,128,94,33,172,63,98,15,6,196,217,142,1,133,132,30,27,29,82,17,2,0,40,21,23,7,7,89,15,6,8,6,50,91,1,18,18,35,11,25,57,41,27,0,0,6,29,1,8,3,25,3,0,8,15,1,0,5,0,7,24,2,24,6,4,4,26,4,2,4,2,3,1,2,11,14,11,0,4,2,0,2,9,6,7,5,0,28,0,1,0,0,3,1,0,0,1,0,0
"18",735,489,542,124,748,497,448,223,172,293,457,112,51,137,174,181,486,744,163,138,162,88,244,68,50,12,60,197,67,98,0,49,59,2,29,70,77,20,0,18,57,23,20,9,54,166,37,3,35,21,29,85,0,4,10,14,42,5,43,50,8,0,0,9,27,0,14,17,22,1,0,1,14,2,0,3,25,13,9,15,25,5,31,6,12,3,0,0,1,13,3,4,13,11,6,0,2,0,0,1,8,0,3,0,8,1,0,1,2,6,10,0,0,0,0,0,0
"19",278,237,305,96,143,365,261,243,44,321,140,197,105,44,47,122,324,501,162,13,249,88,73,204,14,96,8,237,129,67,4,163,128,1,80,19,10,110,138,124,31,49,61,12,4,61,3,9,35,23,30,49,162,137,6,35,7,6,10,13,12,65,1,19,153,2,5,1,8,1,7,4,13,0,13,0,39,28,4,9,9,19,0,27,42,40,22,2,1,11,7,10,37,1,47,1,0,2,3,54,11,2,0,38,69,3,2,33,0,1,2,4,0,0,3,0,0
"20",1172,200,22,6,262,570,68,735,122,402,159,330,34,267,807,566,182,10,725,3,61,70,3,17,208,37,2,251,4,2,0,7,32,3,305,187,0,178,0,3,4,0,1,38,16,5,1,3,21,20,72,48,3,80,1,27,34,11,12,3,0,0,0,12,216,0,0,0,0,3,2,0,63,29,0,5,0,7,1,1,0,3,4,25,3,4,10,0,0,5,2,17,36,0,1,0,1,1,0,0,2,1,6,10,3,2,2,6,6,4,3,1,0,2,0,0,0
"21",1974,25,18,3,1820,4,1,703,454,294,0,0,17,170,5,989,1,0,2,1188,2,0,5,0,3,2,14,0,0,0,210,0,0,274,0,374,6,0,4,6,25,104,1,0,386,0,0,6,0,0,18,0,0,0,15,1,2,383,0,0,0,11,0,18,0,85,2,0,0,0,0,0,0,161,15,0,0,0,0,0,0,0,1,0,0,0,0,5,4,0,0,26,0,0,0,0,11,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"22",967,65,47,317,221,823,79,245,604,458,430,15,188,281,346,466,103,0,159,246,227,222,28,62,209,25,53,57,15,37,12,2,0,7,18,0,16,33,0,7,170,22,6,1,2,0,133,288,34,135,23,12,3,20,19,26,27,20,30,1,18,92,7,26,25,0,1,3,0,17,1,7,17,18,1,7,0,11,9,8,0,3,5,19,0,7,3,1,25,14,0,1,9,9,0,6,0,0,0,2,5,0,9,1,0,1,6,1,4,0,5,0,0,1,0,0,0
"23",345,84,199,63,220,442,412,51,132,78,0,139,322,82,0,143,225,0,193,0,293,379,1,202,174,235,4,106,82,140,0,189,85,14,7,110,19,195,143,13,22,16,23,9,0,1,58,1,53,13,40,57,0,114,0,20,8,0,17,7,1,22,0,7,54,11,2,0,111,16,0,6,20,2,0,18,0,66,9,1,2,9,16,16,22,1,2,1,1,67,1,1,2,0,0,0,0,0,1,0,1,3,1,0,0,1,26,4,1,1,2,2,0,1,0,0,0
"24",123,237,1074,22,828,268,558,396,350,335,0,0,350,352,347,169,1,1,0,10,1,27,1,0,97,262,2,152,164,84,0,0,218,1,25,175,119,0,31,149,1,3,10,2,1,1,81,9,10,0,21,5,0,63,3,32,92,5,68,11,13,40,57,1,0,0,41,119,22,20,0,0,8,3,0,5,0,8,14,54,47,2,0,24,2,0,14,4,2,0,0,5,9,5,17,7,5,6,0,2,0,2,0,0,0,4,3,1,4,1,0,4,3,0,0,0,0
"25",1901,326,513,89,560,378,191,189,5,434,336,177,303,138,54,0,583,85,329,31,310,155,200,36,260,1,22,157,1,1,6,54,1,18,0,74,0,0,0,24,147,53,1,27,17,0,47,1,8,167,59,18,0,0,12,7,86,17,24,0,20,0,3,5,0,0,6,0,0,17,17,9,51,6,1,7,52,7,17,5,1,12,16,0,11,20,8,0,45,0,0,1,0,2,0,0,19,1,3,1,56,0,6,2,0,41,0,6,1,0,1,0,0,0,0,0,0
"26",1435,404,265,9,270,47,147,1436,539,282,50,13,38,108,499,9,306,1040,289,68,47,12,89,6,13,269,98,7,74,69,467,0,130,129,1,10,28,12,3,0,3,96,33,11,73,86,18,6,4,1,2,45,0,6,23,5,15,9,10,30,0,2,0,9,18,37,11,7,20,2,0,0,0,31,2,0,0,2,5,0,13,0,4,2,16,0,0,3,0,1,1,17,0,6,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,1,1,0,0,0,3,0,0
"27",9,39,16,32,3,3,9,446,471,7,1,0,0,1,6,3,0,0,1,58,0,0,1,1,2,3,754,0,5,6,5487,0,2,850,0,0,0,0,174,1,0,1,1,1,222,0,2,0,0,0,0,0,0,1,6,0,0,11,2,0,0,0,0,0,1,322,0,2,0,0,478,0,0,255,109,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,25,0,0,0,2,2,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",107,63,47,72,31,36,123,55,264,330,336,9,233,65,6,157,65,0,0,4,1441,472,0,618,132,6,1878,0,8,13,1,0,8,0,39,15,0,17,0,55,16,14,1,8,2,0,11,0,15,4,67,0,95,0,2,66,55,4,2,0,3,51,0,53,31,30,2,0,29,0,2,13,1,2,4,0,0,1,11,17,1,38,8,0,0,0,2,1,86,1,4,0,12,0,0,1,18,7,6,0,56,0,3,3,2,0,0,7,0,11,11,0,0,4,0,0,0
"29",260,44,92,2001,867,69,94,477,124,261,0,62,226,107,10,142,27,7,0,13,65,180,0,80,60,35,2,36,35,49,1,106,45,39,173,21,26,53,56,126,7,0,10,2,147,0,2,1,3,19,111,7,1,114,65,26,11,0,66,8,17,0,2,28,43,0,16,68,26,10,0,0,29,0,7,0,0,0,16,0,1,0,1,12,4,0,0,0,0,83,11,5,18,0,32,0,0,0,0,1,3,0,4,1,0,0,10,2,3,7,7,0,0,3,0,0,0
"30",33,228,163,11,59,37,71,7,8,14,36,3,19,13,3,5,183,605,0,14,1165,3,89,8,19,4,4,846,71,680,1,0,18,0,1538,12,18,15,65,0,0,0,18,1,2,48,3,2,1,523,0,29,0,6,17,3,5,10,7,15,0,0,0,0,8,1,5,4,11,0,1,0,1,1,0,0,31,1,0,0,10,47,1,0,13,2,0,0,70,1,31,16,0,2,3,2,0,46,0,0,0,35,2,0,0,0,0,0,1,0,0,0,0,0,6,0,0
"31",873,1058,855,2,802,793,701,208,8,177,0,604,116,140,88,178,550,0,125,4,19,17,0,2,52,11,2,207,8,1,10,530,0,8,20,96,0,1,14,0,27,125,127,0,179,0,0,10,122,1,18,0,0,0,8,87,49,1,81,0,0,0,8,0,28,0,12,10,0,0,0,8,0,53,0,28,0,3,8,18,3,14,9,4,0,0,6,11,3,0,6,0,0,2,0,0,2,4,6,0,6,1,2,19,2,0,0,4,6,0,3,5,0,0,0,0,0
"32",277,702,649,0,197,416,91,51,248,145,0,213,29,220,186,228,1,408,65,30,19,58,0,30,28,4,41,88,414,7,0,0,0,1,0,50,0,0,14,36,29,1,14,73,0,260,4,517,50,44,8,0,4,0,35,0,14,9,28,0,3,36,0,23,0,0,0,1,0,79,0,0,26,16,0,17,1,0,22,2,13,1,12,15,0,0,6,3,0,4,11,2,0,8,0,0,0,1,0,0,0,2,3,1,4,0,1,3,0,0,0,0,0,0,0,0,0
"33",1454,26,80,78,118,404,265,190,548,511,365,2,729,372,0,344,70,0,1,22,131,100,10,1,279,296,36,33,0,301,0,10,12,6,59,146,94,16,103,22,4,2,1,22,97,69,3,88,17,1,27,1,0,72,6,30,43,17,17,7,0,47,4,15,9,0,2,0,0,109,0,0,12,8,0,1,0,0,3,0,8,1,0,18,0,0,0,0,1,2,1,12,9,8,0,0,1,2,0,1,3,0,2,0,0,6,0,0,1,4,0,0,0,0,0,0,0
"34",508,867,496,142,146,158,144,137,479,319,0,169,196,0,50,109,0,1,1,836,0,0,365,25,0,129,22,0,0,31,209,0,78,315,111,121,92,0,48,278,216,59,75,0,38,70,0,421,70,25,17,0,0,0,14,46,17,161,69,22,9,34,47,1,0,33,4,0,2,0,2,0,0,4,0,9,0,18,1,34,19,28,0,0,0,0,1,2,1,0,0,0,0,12,12,22,10,16,32,9,24,7,32,5,3,9,0,2,0,0,0,1,0,0,0,0,0
"35",469,1207,1529,5,266,312,816,320,165,55,40,93,166,158,289,169,673,315,76,57,92,17,65,18,82,27,5,173,50,67,4,0,16,4,34,60,14,5,85,0,1,17,93,5,7,889,5,97,4,5,20,23,2,4,10,30,71,9,45,23,0,0,0,1,6,0,6,4,17,0,0,2,2,20,2,7,2,0,10,1,21,5,0,23,8,0,9,1,0,2,2,4,4,3,0,6,1,2,2,2,2,4,3,1,0,0,0,0,2,0,0,0,0,0,2,0,0
"36",656,17,26,18,538,158,33,301,504,818,511,5,60,581,1524,326,2,11,903,375,16,18,0,2,426,95,4,468,10,8,86,0,2,41,20,139,0,2,18,0,8,27,1,0,0,0,19,0,185,1,78,0,1,0,0,4,24,77,112,1,17,8,2,0,0,13,0,0,27,9,1,7,51,0,1,0,0,0,0,150,0,2,0,0,0,0,0,0,0,0,0,2,0,7,0,0,16,2,0,0,0,0,2,0,0,12,8,0,4,0,0,0,0,0,0,0,0
"37",398,1321,221,5,1199,596,194,11,338,9,30,70,37,367,169,15,341,716,231,201,98,3,128,6,44,154,4,11,195,74,17,0,38,29,173,12,70,18,3,0,4,48,31,1,20,83,126,84,1,5,40,36,2,4,15,100,2,43,70,28,58,0,0,21,10,0,7,5,16,0,0,0,0,61,0,21,10,1,0,4,96,17,26,1,15,1,4,1,0,0,1,1,0,11,6,11,3,0,1,0,0,6,13,1,0,2,0,0,0,0,4,2,0,0,0,0,0
"38",518,1570,1134,1011,731,511,922,396,30,185,0,3,12,263,1049,12,0,0,1,155,1,64,4,4,0,20,5,74,0,0,102,1,1,4,0,0,36,0,35,3,0,54,68,0,5,0,3,0,33,0,0,2,0,0,7,16,8,36,0,2,62,26,13,0,0,10,0,0,0,3,1,1,0,0,7,0,14,0,10,55,1,3,0,3,1,0,30,14,3,0,1,0,0,12,4,1,15,2,8,0,0,6,10,0,0,3,0,4,2,0,0,0,0,0,0,0,0
"39",174,337,281,579,175,266,167,51,170,152,270,120,114,310,236,99,266,0,160,46,48,39,29,25,119,313,17,319,23,93,0,21,237,2,3,57,68,0,71,1,0,0,85,26,4,0,1,1,22,18,20,44,4,28,0,2,17,2,13,11,49,52,7,11,26,0,0,18,20,55,0,0,26,1,0,4,0,5,15,0,21,2,0,24,0,0,5,0,0,0,2,3,11,0,3,5,1,0,0,1,4,0,7,4,0,4,8,4,1,1,0,1,0,0,0,1,0
"40",344,521,299,16,189,297,150,304,83,274,59,81,353,44,3,99,370,1032,3,49,383,64,138,64,35,16,3,77,80,105,0,20,55,1,147,45,119,35,2,180,43,51,29,0,1,97,20,6,26,4,12,62,31,116,11,12,0,10,20,51,1,0,78,33,16,0,14,99,28,1,4,23,2,2,0,2,36,3,22,15,13,10,10,4,21,1,1,2,61,0,3,4,8,44,0,0,8,26,1,5,43,1,5,6,0,23,0,5,2,5,2,1,0,0,1,0,0
"41",617,103,110,0,298,788,156,514,660,419,225,11,576,344,153,432,25,348,231,11,76,433,1,0,250,207,0,61,18,260,5,1,23,43,72,90,39,9,136,42,31,28,10,3,223,8,7,0,64,123,36,6,2,60,0,21,25,1,95,11,26,10,0,24,2,0,8,3,10,4,0,2,27,0,0,7,16,5,56,3,0,0,5,31,1,1,0,0,2,9,0,2,20,0,6,0,0,0,0,2,7,1,2,0,0,0,8,0,1,1,1,0,0,0,0,0,0
"42",346,345,363,188,1142,467,123,15,129,66,492,46,78,44,52,117,122,31,68,10,96,41,483,41,54,16,2224,74,67,14,25,21,40,88,5,75,6,0,7,5,51,110,20,18,20,4,61,0,5,16,14,2,0,6,31,9,24,10,19,6,95,6,0,9,70,0,8,5,6,0,7,9,31,12,9,39,0,40,13,5,0,9,24,5,4,5,4,16,1,0,7,17,5,9,0,8,0,1,10,0,1,8,0,4,3,2,3,4,2,2,4,1,0,1,1,0,0
"43",1533,3,9,1768,116,396,8,359,26,1751,3,2,274,489,144,31,0,26,192,19,0,2,0,0,483,38,8,1,0,4,53,0,0,337,0,0,0,0,6,116,165,28,16,2,225,0,1,0,249,0,0,0,0,0,0,36,1,13,0,0,0,0,1,132,0,7,0,3,0,0,1,0,0,3,28,0,34,31,0,28,1,9,23,0,0,0,6,21,0,0,0,10,0,15,9,1,21,0,1,0,0,2,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0
"44",285,160,55,918,213,447,167,308,406,347,5,282,331,151,14,176,178,690,188,20,348,18,3,3,185,30,11,128,23,18,3,0,91,7,42,0,169,1,8,12,39,43,43,22,2,46,127,0,5,160,39,14,0,57,0,15,55,0,53,12,0,3,1,14,17,0,7,0,0,3,5,9,0,9,0,8,30,36,16,2,2,6,18,12,12,21,3,1,6,0,1,4,4,14,2,1,0,2,0,12,9,3,1,12,5,2,0,9,2,0,7,1,0,0,0,0,0
"45",905,151,158,1286,350,15,53,878,44,512,9,10,92,322,306,406,155,398,0,383,10,66,51,1,164,111,2,2,34,18,22,0,16,246,2,3,10,13,73,0,83,89,8,1,16,41,48,4,12,1,1,29,0,2,6,21,28,177,220,7,19,52,15,0,4,200,0,0,0,0,22,13,0,2,56,24,37,20,29,14,1,5,0,0,12,0,0,7,24,0,2,11,0,7,94,0,14,3,0,0,10,0,60,0,0,95,0,0,0,0,0,14,0,0,0,1,1
"46",1758,44,66,12,349,1052,74,454,76,492,234,35,804,202,1,210,52,17,60,43,103,69,7,126,257,19,41,16,2,6,4,0,16,125,90,71,2,0,3,40,21,31,8,3,0,2,36,0,14,31,34,6,21,9,0,46,37,8,0,0,23,0,0,8,25,43,6,0,0,0,5,0,25,1,1,2,43,1,12,1,0,4,2,0,1,14,0,0,2,0,0,96,5,5,0,0,0,2,0,3,18,0,2,8,0,19,1,0,0,1,0,0,0,0,0,2,0
"47",251,299,251,974,410,459,381,198,303,260,530,37,421,260,121,174,286,489,0,97,26,122,279,4,165,286,1,5,27,139,52,0,61,64,0,4,7,7,7,2,15,40,19,4,4,48,8,94,94,8,2,26,12,26,78,15,7,16,5,39,176,42,7,17,5,1,5,0,6,1,2,0,0,0,2,5,16,5,16,33,8,19,11,11,21,3,2,3,7,0,1,7,5,3,0,5,8,10,1,58,8,3,5,2,0,12,0,1,2,1,0,0,0,0,3,0,1
"48",1711,23,36,1,683,900,53,276,1366,188,476,18,166,809,114,857,28,0,108,27,144,665,5,0,265,4,4,59,16,0,8,8,57,15,79,67,0,0,0,0,2,2,4,0,0,3,1,0,123,13,18,1,0,0,0,98,64,10,0,0,3,3,0,0,0,0,0,0,3,0,2,1,0,4,1,0,6,0,0,1,2,0,2,0,0,0,0,1,0,0,0,6,20,1,7,0,18,0,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",41,318,332,718,56,36,143,732,17,9,153,133,35,26,111,38,273,744,65,46,24,8,278,5,7,50,11,121,49,233,9,0,22,18,34,15,615,51,39,279,170,126,30,0,6,58,8,7,2,27,4,57,17,34,9,12,10,7,9,22,0,98,1,13,12,0,8,2,34,0,53,2,0,1,5,0,22,17,12,8,7,35,1,1,19,0,5,1,8,0,4,1,12,5,13,4,1,2,0,66,11,5,0,10,2,2,2,7,0,0,0,0,0,0,3,4,0
"50",920,710,465,9,106,114,150,199,419,20,92,26,165,52,8,20,484,1454,634,61,91,13,402,7,31,11,28,16,143,163,27,1,63,331,4,74,39,21,12,0,10,82,58,7,5,134,16,11,2,0,6,78,0,12,13,25,13,8,13,66,0,1,0,4,30,4,4,11,23,2,95,0,3,1,6,1,9,19,3,41,23,26,8,3,25,3,0,12,18,1,5,7,1,10,1,0,2,1,13,4,2,2,4,0,1,32,8,2,0,0,1,0,0,0,0,0,0
"51",70,133,55,13,358,146,132,980,855,323,0,33,204,141,365,15,3,1,0,10,58,247,1,288,61,0,617,406,3,0,1,43,16,4,162,18,58,0,0,0,3,11,16,16,0,0,52,0,6,54,20,38,3,61,0,6,0,7,8,69,4,0,19,4,20,1,1,0,3,76,1,0,13,2,6,42,13,1,6,13,0,24,16,63,0,8,3,8,3,24,2,8,5,1,0,0,0,0,6,1,13,0,0,2,17,3,2,1,0,4,7,1,0,0,0,0,0
"52",518,451,468,1172,498,723,29,300,247,169,351,116,276,96,191,57,281,277,91,48,116,16,251,7,43,40,9,117,231,24,0,941,23,15,120,10,95,10,1,3,0,12,7,36,0,33,13,7,65,29,39,51,0,11,13,26,29,3,14,16,3,2,7,27,9,0,61,11,2,0,0,14,16,22,15,15,0,4,17,2,6,4,5,9,10,0,1,1,1,0,3,4,13,5,0,10,1,0,0,6,3,3,0,0,0,0,1,3,0,0,2,1,0,0,0,0,0
"53",1660,61,100,316,354,336,47,202,41,1013,3,5,33,273,42,268,33,60,1,1207,2,7,46,0,345,348,27,0,1,0,62,0,5,87,1,84,0,2,1,2,5,117,2,0,46,0,1,0,0,4,18,3,0,1,0,18,33,11,0,0,0,0,2,41,0,27,0,0,3,0,0,11,0,218,17,116,24,0,0,27,0,5,4,0,1,0,0,6,0,0,0,9,0,8,10,0,9,0,1,0,8,2,16,0,0,12,0,1,0,1,0,1,0,1,0,0,0
"54",1434,140,134,851,57,2,5,101,1262,176,0,122,1058,0,452,68,3,0,1,324,82,44,11,28,296,17,15,5,0,10,104,0,0,151,0,126,27,0,2,531,24,72,6,0,5,0,1,0,11,81,33,8,0,0,0,21,4,72,0,0,4,24,0,147,0,148,11,0,0,0,4,0,0,1,1,0,0,0,0,8,0,36,2,0,0,0,4,1,5,0,0,5,26,16,6,3,47,3,0,5,6,1,62,0,1,0,0,0,0,6,0,2,0,0,0,0,0
"55",91,432,338,837,156,116,224,24,37,142,622,46,53,53,67,40,547,1107,72,66,196,28,276,192,29,96,1,45,93,143,0,41,89,2,68,29,273,27,2,57,6,5,68,8,8,106,12,6,4,7,10,105,0,28,22,9,0,10,16,55,0,8,0,7,19,6,19,7,28,0,2,3,1,0,0,4,20,8,22,25,30,5,1,0,38,10,0,0,2,2,5,7,6,11,33,2,0,2,0,19,3,2,1,2,0,4,0,2,1,0,8,0,0,0,0,0,0
